""	"Component"	"Collection"	"pathway"	"BG_genes"	"genes_in_pathway"	"genes_in_path_and_BG"	"genes_of_interest"	"genes_of_interest_in_pathway"	"gene_names_in_pathway"	"cont_n1"	"cont_n2"	"cont_n3"	"cont_n4"	"CI_95"	"odds_ratio"	"p_val"	"p_adj"
"30"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_CHRONIC_MYELOID_LEUKEMIA"	14267	76	70	10578	58	"ABL1,AKT2,AKT3,BAD,BCL2L1,BRAF,CBL,CBLB,CDK4,CDK6,CDKN1A,CDKN2A,CHUK,CRK,CRKL,CTBP1,CTBP2,E2F1,E2F2,E2F3,GAB2,GRB2,HDAC1,HDAC2,HRAS,IKBKB,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,MDM2,MYC,NFKB1,NFKBIA,NRAS,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PIK3R5,RAF1,RB1,RELA,RUNX1,SHC1,SHC3,SHC4,SMAD3,SMAD4,SOS1,STAT5B,TGFB1,TGFB2,TGFB3,TGFBR1,TP53"	58	10520	12	3677	"0.97875-Inf"	1.68922874387187	0.0583404720024108	0.172819888761858
"2914"	"gene_taxa_component_4.txt"	"C2_CP"	"PID_RXR_VDR_PATHWAY"	14267	39	24	10970	22	"BCL2,FAM120B,MED1,NCOA1,NCOR2,NR1H2,NR1H3,NR1H4,NR4A1,PPARA,PPARD,PPARG,RARB,RARG,RPS6KB1,RXRA,RXRB,SREBF1,TGFB1,THRA,THRB,VDR"	22	10948	2	3295	"0.95336-Inf"	3.31052999711145	0.0602961940573607	0.1769439713459
"174"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_CASPASE_PATHWAY"	14267	58	46	10578	39	"APAF1,APP,ARHGDIB,BAX,BCL2,BID,BIRC2,BIRC3,CASP1,CASP10,CASP2,CASP3,CASP4,CASP6,CASP7,CASP8,CASP9,CYCS,DFFA,DIABLO,GSN,GZMB,LMNA,LMNB1,LMNB2,MADD,NUMA1,PARP1,PIDD1,PRF1,PTK2,RIPK1,SPTAN1,SREBF1,TNFRSF1A,TOP1,TRADD,TRAF2,VIM"	39	10539	7	3682	"0.95863-Inf"	1.9464998919058	0.0637403741069387	0.183328317285171
"32"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_COLORECTAL_CANCER"	14267	63	60	10578	50	"AKT2,AKT3,APPL1,AXIN1,AXIN2,BAD,BAX,BCL2,BIRC5,BRAF,CASP3,CASP9,CTNNB1,CYCS,FOS,GSK3B,JUN,KRAS,LEF1,MAP2K1,MAPK1,MAPK10,MAPK3,MAPK8,MLH1,MSH2,MSH6,MYC,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PIK3R5,RAC1,RAC2,RAC3,RAF1,RHOA,SMAD2,SMAD3,SMAD4,TCF7,TCF7L1,TCF7L2,TGFB1,TGFB2,TGFB3,TGFBR1,TP53"	50	10528	10	3679	"0.96175-Inf"	1.74727443885665	0.0646375418877806	0.183328317285171
"10"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS"	14267	55	41	10578	35	"AARS1,AARS2,CARS1,CARS2,DARS1,EARS2,EPRS1,FARSA,FARSB,GARS1,HARS2,IARS1,IARS2,KARS1,LARS1,LARS2,MARS1,MTFMT,NARS1,NARS2,PSTK,QARS1,RARS1,SARS1,SARS2,SEPSECS,TARS1,TARS2,TARS3,VARS1,VARS2,WARS1,WARS2,YARS1,YARS2"	35	10543	6	3683	"0.9506-Inf"	2.03777739979529	0.0657427106634621	0.183328317285171
"591"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM"	14267	32	24	11032	22	"AGXT,ALAS1,ALAS2,AMT,AOC2,AOC3,CHDH,CTH,DMGDH,GAMT,GATM,GCAT,GLYCTK,GNMT,MAOA,MAOB,PHGDH,PSPH,SDS,SHMT1,SHMT2,SRR"	22	11010	2	3233	"0.93015-Inf"	3.22994439719629	0.0661760848633975	0.183328317285171
"671"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_HISTIDINE_METABOLISM"	14267	30	24	11032	22	"ACY3,ALDH1B1,ALDH2,ALDH3A1,ALDH3A2,ALDH3B2,ALDH7A1,ALDH9A1,AMDHD1,ASPA,BUD23,DDC,FTCD,HDC,HNMT,LCMT1,LCMT2,MAOA,MAOB,METTL2B,METTL6,TRMT11"	22	11010	2	3233	"0.93015-Inf"	3.22994439719629	0.0661760848633975	0.183328317285171
"2922"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_SMAD2_3NUCLEAR_PATHWAY"	14267	84	75	10646	62	"AKT1,AR,ATF2,ATF3,CBFB,CDK2,CDK4,CDKN2B,CEBPB,COL1A2,CREB1,CREBBP,DCP1A,DLX1,E2F5,EP300,FOS,FOXO1,FOXO4,GSC,HDAC1,HDAC2,HNF4A,HSPA8,IL10,IRF7,KAT2A,KAT2B,MED15,MEF2C,MYC,NCOA1,NCOA2,NCOR1,NKX2-5,NR3C1,PIAS4,RBBP4,RBBP7,RBL1,RUNX1,RUNX2,RUNX3,SAP18,SAP30,SERPINE1,SIN3A,SIN3B,SKI,SKIL,SMAD2,SMAD3,SMAD4,SMAD7,SNIP1,SP1,SP3,TFDP1,TFE3,TGIF1,VDR,ZBTB17"	62	10584	13	3608	"0.96202-Inf"	1.62567729657437	0.0663513902032617	0.183328317285171
"2361"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_IL8_CXCR2_PATHWAY"	14267	34	30	11032	27	"AKT1,ARRB1,ARRB2,CBL,CXCL8,DNM1,DOCK2,ELMO1,FGR,GNA14,GNA15,GNAI2,GNB1,GNG2,HCK,LYN,PLCB1,PLCB2,PLD2,PPP2R1A,PRKCA,PRKCB,RAB11A,RAB5A,RAB7A,RAC2,VASP"	27	11005	3	3232	"0.93638-Inf"	2.64310175245902	0.066558688441113	0.183328317285171
"166"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_AURORA_A_PATHWAY"	14267	33	31	10578	27	"ARHGEF7,AURKA,AURKAIP1,AURKB,BIRC5,BRCA1,CDC25B,CENPA,CKAP5,CPEB1,DLGAP5,FZR1,GADD45A,GIT1,GSK3B,MDM2,NDEL1,NFKBIA,OAZ1,PAK1,PPP2R5D,RAN,TACC1,TACC3,TDRD7,TP53,TPX2"	27	10551	4	3685	"0.93696-Inf"	2.35752600790589	0.0677425054140798	0.184966493043661
"1232"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_RNA_DEGRADATION"	14267	80	56	10646	47	"C1D,CNOT1,CNOT10,CNOT2,CNOT3,CNOT4,CNOT6,CNOT6L,CNOT7,CNOT8,CNOT9,DCP1A,DCP1B,DCP2,DCPS,DDX6,DIS3,EDC3,EDC4,ENO2,ENO3,EXOSC1,EXOSC3,EXOSC4,EXOSC6,EXOSC8,EXOSC9,HSPA9,HSPD1,LSM1,LSM4,LSM5,LSM6,LSM7,LSM8,MPHOSPH6,MTREX,PAPOLA,PARN,PATL1,PNPT1,SKIV2L,TENT4A,TTC37,WDR61,XRN1,XRN2"	47	10599	9	3612	"0.95047-Inf"	1.77950848481497	0.0687674210104141	0.186146294804052
"87"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY"	14267	131	113	10578	91	"ABL1,AKT2,AKT3,ARHGDIA,ARHGDIB,ATF4,BAD,BAX,BCL2,BRAF,CALM2,CALM3,CAMK2D,CAMK2G,CDC42,CRK,CRKL,CSK,FOXO3,FRS2,GRB2,GSK3B,HRAS,IKBKB,IRAK1,IRAK2,IRAK3,IRAK4,JUN,KRAS,MAP2K1,MAP2K2,MAP2K5,MAP2K7,MAP3K3,MAP3K5,MAPK1,MAPK10,MAPK11,MAPK13,MAPK14,MAPK3,MAPK7,MAPK8,MAPKAPK2,NFKB1,NFKBIA,NFKBIB,NFKBIE,NGF,NGFR,NRAS,NTRK2,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PLCG1,PLCG2,PRDM4,PRKCD,RAC1,RAF1,RAP1B,RAPGEF1,RELA,RHOA,RIPK2,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA4,RPS6KA6,SH2B2,SH2B3,SHC1,SHC3,SHC4,SORT1,SOS1,TP53,TP73,TRAF6,YWHAB,YWHAE,YWHAH,YWHAQ,YWHAZ,ZNF274"	91	10487	22	3667	"0.96247-Inf"	1.44629324891101	0.0706059288284213	0.189489415830122
"431"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_ENDOCYTOSIS"	14267	245	169	11032	139	"ACAP1,ACAP2,ACAP3,AGAP1,AGAP2,AP2B1,AP2M1,AP2S1,ARAP1,ARAP2,ARAP3,ARF6,ARFGAP1,ARFGAP2,ARFGAP3,ARRB1,ARRB2,ASAP1,ASAP2,ASAP3,CBL,CBLB,CCR5,CHMP1B,CHMP2A,CHMP2B,CHMP4A,CHMP4B,CHMP4C,CHMP5,CHMP6,CLTA,CLTB,CLTC,CLTCL1,CSF1R,CXCR1,CXCR4,DAB2,DNAJC6,DNM1,DNM1L,DNM2,DNM3,EEA1,EGF,EGFR,EHD1,EHD2,EHD3,EPN1,EPN2,EPN3,EPS15,ERBB3,F2R,FGFR2,FLT1,GIT1,GIT2,GRK3,GRK4,GRK5,GRK6,HGS,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,HRAS,HSPA1A,HSPA1L,HSPA2,HSPA8,IGF1R,IL2RA,IL2RB,IL2RG,IQSEC1,IQSEC2,IQSEC3,ITCH,KDR,KIT,LDLRAP1,MDM2,MET,NEDD4,NEDD4L,PARD3,PARD6A,PARD6B,PDCD6IP,PDGFRA,PIKFYVE,PIP4K2B,PIP5K1A,PIP5K1B,PLD1,PLD2,PRKCI,PSD,PSD4,RAB11A,RAB11B,RAB11FIP2,RAB11FIP3,RAB5A,RAB5B,RAB5C,RABEP1,RET,RNF41,RUFY1,SH3GL1,SH3GL3,SH3GLB1,SH3KBP1,SMAP2,SMURF2,SNF8,SRC,STAM,STAM2,STAMBP,TRAF6,USP8,VPS25,VPS28,VPS37A,VPS37B,VPS37C,VPS37D,VPS45,VPS4A,VPS4B,WWP1"	139	10893	30	3205	"0.96679-Inf"	1.36320495229684	0.0713527651774633	0.189870917506131
"473"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_ETHER_LIPID_METABOLISM"	14267	35	23	10970	21	"AGPS,CHPT1,ENPP2,ENPP6,LPCAT1,LPCAT2,PAFAH1B1,PAFAH1B2,PAFAH1B3,PAFAH2,PLA2G12A,PLA2G1B,PLA2G4A,PLA2G5,PLA2G6,PLA2G7,PLD1,PLD2,PLPP1,PLPP2,PLPP3"	21	10949	2	3295	"0.90576-Inf"	3.15977282099395	0.0728138974807427	0.192101513358581
"1473"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION"	14267	47	40	10970	35	"ADCY3,ADCY6,ADCY9,AQP2,AQP3,ARHGDIA,ARHGDIB,CREB1,CREB3,CREB3L3,CREB3L4,CREB5,DCTN2,DCTN4,DCTN5,DCTN6,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI2,DYNC2H1,DYNC2LI1,DYNLL1,DYNLL2,GNAS,NSF,PRKACA,PRKACB,PRKX,RAB11A,RAB11B,RAB5B,RAB5C,STX4,VAMP2"	35	10935	5	3292	"0.92666-Inf"	2.1071824591372	0.0735230230642682	0.192101513358581
"236"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_ILK_PATHWAY"	14267	47	45	10578	38	"ACTN1,ARHGEF6,ARHGEF7,AURKA,CDC37,CDC42,CKAP5,CREB1,CTNNB1,DIAPH1,ELMO2,GSK3B,ILK,ILKAP,IQGAP1,JUN,LIMS2,NACA,NCK2,PARP1,PARVA,PARVB,PARVG,PPP1R12A,PPP1R14A,PPP1R14B,PPP1R14C,RAC1,RHOG,RICTOR,RUVBL1,RUVBL2,SNAI1,TACC3,TNS1,XPO1,ZEB1,ZYX"	38	10540	7	3682	"0.93211-Inf"	1.8964134656372	0.0741997824309943	0.192101513358581
"1092"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION"	14267	90	74	10646	61	"ADCY1,ADCY3,ADCY4,ADCY5,ADCY6,ADCY8,ADCY9,AKT1,AKT2,ANAPC10,ANAPC11,ANAPC13,ANAPC2,ANAPC4,ANAPC5,ARAF,BRAF,CCNA1,CCNA2,CCNB1,CDC16,CDC23,CDC25A,CDC25B,CDC26,CDC27,CDK2,CPEB1,FZR1,GNAI1,GNAI2,GNAI3,HSP90AA1,HSP90AB1,IGF1R,KRAS,MAD2L1,MAD2L2,MAP2K1,MAPK1,MAPK11,MAPK13,MAPK14,MAPK3,MAPK8,MAPK9,PGR,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R5,PRKACA,PRKACB,PRKX,RAF1,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA6"	61	10585	13	3608	"0.94554-Inf"	1.59931097563759	0.0747786452731825	0.192101513358581
"1611"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_AR_PATHWAY"	14267	61	57	11032	49	"AKT1,APPL1,AR,BRCA1,CARM1,CASP8,CCND1,CCND3,CDK11B,CDK6,CDKN2A,CTDSP1,CTNNB1,FHL2,FKBP4,GSN,HIP1,HNRNPA1,KDM1A,KDM4C,KLK3,LATS2,MED1,NCOA2,NCOA6,NKX3-1,NRIP1,PATZ1,PAWR,PIAS1,PIAS3,PIAS4,PRDX1,PRKDC,PTK2B,RANBP9,RPS6KA3,SNURF,SRF,SVIL,TGFB1I1,TGIF1,UBA3,UBE2I,UBE3A,VAV3,XRCC6,ZMIZ1,ZNF318"	49	10983	8	3227	"0.93436-Inf"	1.79951817648161	0.0752499558697624	0.192101513358581
"3012"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_CHEMOKINE_SIGNALING_PATHWAY"	14267	214	154	10646	123	"ADCY1,ADCY3,ADCY4,ADCY5,ADCY6,ADCY8,ADCY9,AKT1,AKT2,ARRB1,ARRB2,BRAF,CCL13,CCL14,CCL17,CCL18,CCL19,CCL2,CCL20,CCL21,CCL23,CCL24,CCL25,CCL26,CCL3,CCL3L1,CCL4,CCL5,CCL7,CCL8,CCR1,CCR5,CHUK,CRK,CRKL,CSK,CX3CL1,CX3CR1,CXCL1,CXCL10,CXCL11,CXCL12,CXCL13,CXCL14,CXCL16,CXCL2,CXCL3,CXCL5,CXCL8,CXCL9,CXCR1,CXCR4,FGR,GNAI1,GNAI2,GNAI3,GNB2,GNB4,GNB5,GNG10,GNG11,GNG12,GNG2,GNG5,GRK3,GRK4,GRK5,GRK6,GSK3A,GSK3B,HCK,HRAS,IKBKB,IKBKG,KRAS,LYN,MAP2K1,MAPK1,MAPK3,NFKB1,NFKBIB,NRAS,PAK1,PARD3,PF4,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R5,PLCB1,PLCB2,PLCB3,PPBP,PRKACA,PRKACB,PRKCD,PRKCZ,PRKX,PTK2,PXN,RAC1,RAC2,RAF1,RAP1A,RAP1B,RASGRP2,RHOA,ROCK1,ROCK2,SHC2,SOS1,SOS2,STAT2,STAT3,STAT5B,TIAM2,VAV1,VAV2,WAS,WASL,XCL2"	123	10523	31	3590	"0.96001-Inf"	1.35357594044012	0.0764563748908783	0.193607271901095
"411"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_DRUG_METABOLISM_OTHER_ENZYMES"	14267	56	29	11032	26	"CDA,CES1,CES2,CES5A,CYP2A6,CYP3A4,CYP3A5,CYP3A7,DPYD,DPYS,GMPS,GUSB,HPRT1,IMPDH1,IMPDH2,NAT1,NAT2,TK2,TPMT,TYMP,UCK1,UCK2,UGT1A7,UGT2A3,UMPS,UPP1"	26	11006	3	3232	"0.89862-Inf"	2.5449846338353	0.0786073087179281	0.19726435417569
"2114"	"gene_taxa_component_4.txt"	"C2_CP"	"PID_GMCSF_PATHWAY"	14267	38	34	10970	30	"CCL2,CISH,CSF2RA,CSF2RB,FOS,GRB2,HRAS,IKBKB,IRF8,KRAS,LYN,MAP2K1,MAP2K2,MAPK3,NRAS,OSM,PIK3CA,PIM1,PRKACA,PRKACB,PTPN11,RAF1,SHC1,SOS1,STAT1,STAT3,STAT5A,STAT5B,SYK,YWHAZ"	30	10940	4	3293	"0.90553-Inf"	2.25733525610473	0.0791570338412006	0.19726435417569
"1701"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_AVB3_INTEGRIN_PATHWAY"	14267	81	67	11032	57	"AKT1,BCAR1,CASP8,CBL,CDKN1B,COL11A1,COL12A1,COL13A1,COL14A1,COL15A1,COL16A1,COL1A1,COL1A2,COL2A1,COL3A1,COL4A1,COL4A3,COL4A4,COL4A5,COL4A6,COL5A1,COL5A2,COL6A1,COL6A2,COL6A3,COL7A1,COL9A2,COL9A3,CSF1,CSF1R,EDIL3,F11R,FGF2,FN1,HSP90AA1,IGF1R,IRS1,ITGAV,KDR,MAPK3,MFGE8,PIK3C2A,PIK3CA,PIK3R1,PTK2,PTK2B,PTPN11,PXN,RAC1,RHOA,ROCK1,SDC1,SPP1,SRC,VAV3,VEGFA,VTN"	57	10975	10	3225	"0.92929-Inf"	1.67485027192232	0.0805569268049451	0.198682528456843
"261"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_NFAT_TFPATHWAY"	14267	54	30	10578	26	"BATF3,CASP3,CBLB,CDK4,CXCL8,DGKA,E2F1,EGR1,EGR2,EGR3,FOS,FOSL1,IL2RA,ITCH,JUN,JUNB,NFATC1,NFATC2,NFATC3,PPARG,PRKCQ,PTGS2,PTPN1,PTPRK,RNF128,SLC3A2"	26	10552	4	3685	"0.89895-Inf"	2.26995819709728	0.0809916039569298	0.198682528456843
"910"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM"	14267	46	40	11032	35	"AMDHD2,CMAS,CYB5R1,CYB5R3,FCSK,FPGT,GALE,GALK1,GFPT1,GFPT2,GMDS,GMPPA,GMPPB,GNE,GNPDA1,GNPDA2,GNPNAT1,HEXA,HEXB,HK1,HK2,HK3,MPI,NAGK,NANP,NPL,PGM1,PGM2,PMM1,PMM2,RENBP,UAP1,UGDH,UGP2,UXS1"	35	10997	5	3230	"0.90406-Inf"	2.05585454460414	0.0826334237254071	0.201138721316107
"2472"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_LKB1_PATHWAY"	14267	51	45	10646	38	"BRSK1,BRSK2,CAB39,CDC37,CREB1,CRTC2,CTSD,ETV4,EZR,GSK3B,HSP90AA1,MAP2,MAPT,MARK2,MARK4,MLST8,MTOR,MYC,PRKAA1,PRKAA2,PRKAB1,PRKACA,PRKAG1,RPTOR,SIK1,SIK2,SIK3,SMAD4,SMARCD3,STK11,STK11IP,STRADB,TSC1,TSC2,YWHAB,YWHAG,YWHAQ,YWHAZ"	38	10608	7	3614	"0.909-Inf"	1.84947389541547	0.0846286743476114	0.20285041026832
"2772"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_PS1_PATHWAY"	14267	48	45	10646	38	"ADAM10,APC,APH1A,APH1B,AXIN1,CCND1,CREBBP,CSNK1A1,CSNK2A1,CTNNB1,DKK2,DLL1,DTX1,DVL1,FBXW11,FOS,FRAT1,GSK3B,HDAC1,HNF1A,LRP6,MAP3K7,MAPK1,MAPK3,MYC,NCSTN,NEDD4,NKD1,NLK,NOTCH1,PPARD,PPP2R5D,PSEN1,PSENEN,RBPJ,TAB1,TLE1,TLE5"	38	10608	7	3614	"0.909-Inf"	1.84947389541547	0.0846286743476114	0.20285041026832
"633"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS"	14267	27	22	10970	20	"DPM2,GPAA1,PIGA,PIGB,PIGC,PIGF,PIGG,PIGH,PIGK,PIGL,PIGM,PIGN,PIGO,PIGQ,PIGS,PIGT,PIGU,PIGV,PIGW,PIGZ"	20	10950	2	3295	"0.85816-Inf"	3.00904300915181	0.0876812610654786	0.208575121019396
"50"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_FOCAL_ADHESION"	14267	218	179	10578	141	"ACTB,ACTG1,ACTN1,ACTN4,AKT2,AKT3,ARHGAP35,ARHGAP5,BAD,BCAR1,BCL2,BIRC2,BIRC3,BRAF,CAPN2,CAV1,CCND3,CDC42,COL11A1,COL1A1,COL1A2,COL3A1,COL4A1,COL4A2,COL4A6,COL5A1,COL5A2,COL5A3,COL6A1,COL6A2,COL6A3,COMP,CRK,CRKL,CTNNB1,DIAPH1,DOCK1,ERBB2,FLNA,FLNB,FLNC,FLT1,FLT4,FN1,FYN,GRB2,GSK3B,HGF,HRAS,IBSP,ILK,ITGA1,ITGA10,ITGA2,ITGA6,ITGA7,ITGA8,ITGAV,ITGB1,ITGB5,ITGB8,JUN,KDR,LAMA1,LAMA2,LAMA4,LAMB1,LAMB2,LAMB3,LAMC1,LAMC2,LAMC3,MAP2K1,MAPK1,MAPK10,MAPK3,MAPK8,MYL12A,MYL12B,MYL5,MYLK,MYLK3,PAK1,PAK2,PAK4,PAK5,PARVA,PARVB,PARVG,PDGFA,PDGFB,PDGFC,PDGFD,PDGFRA,PDGFRB,PGF,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PIP5K1C,PPP1CA,PPP1CB,PPP1CC,PPP1R12A,PRKCA,PTEN,PTK2,RAC1,RAC2,RAC3,RAF1,RAP1B,RAPGEF1,RELN,RHOA,ROCK1,ROCK2,SHC1,SHC3,SHC4,SOS1,SRC,THBS1,THBS2,THBS3,THBS4,TLN1,TLN2,TNR,VASP,VAV1,VAV2,VCL,VEGFA,VEGFB,VEGFC,VWF,ZYX"	141	10437	38	3651	"0.94981-Inf"	1.29795183612269	0.0886348956897777	0.20870145479513
"2003"	"gene_taxa_component_4.txt"	"C2_CP"	"PID_ERBB2_ERBB3_PATHWAY"	14267	47	44	10970	38	"AKT1,BAD,CDC42,CHRNA1,CHRNE,DOCK7,ERBB2,ERBB3,FOS,GRB2,HRAS,JUN,KRAS,MAP2K1,MAP2K2,MAPK10,MAPK3,MAPK9,MTOR,NF2,NFATC4,NRAS,NRG1,NRG2,PIK3CA,PIK3CB,PIK3CD,PIK3R2,PIK3R3,PRKACA,PTPN11,RAC1,RAF1,SHC1,SOS1,SRC,STAT3,USP8"	38	10932	6	3291	"0.89499-Inf"	1.9064631536995	0.089422721713891	0.20870145479513
"23"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_BLADDER_CANCER"	14267	45	39	10578	33	"BRAF,CDK4,CDKN1A,CDKN2A,CXCL8,DAPK3,E2F1,E2F2,E2F3,ERBB2,FGFR3,HRAS,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,MDM2,MMP1,MMP2,MMP9,MYC,NRAS,PGF,RAF1,RASSF1,RB1,THBS1,TP53,TYMP,VEGFA,VEGFB,VEGFC"	33	10545	6	3683	"0.8918-Inf"	1.92097576194003	0.0900555251952421	0.20870145479513
"211"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_HDAC_CLASSI_PATHWAY"	14267	77	62	10578	51	"CHD3,EP300,FKBP3,GATA1,GATA2,GATAD2A,GATAD2B,HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC4,HDAC5,HDAC7,KAT2B,MAX,MBD2,MBD3,MTA2,MXD1,NCOR1,NFKB1,NFKBIA,NR2C1,PPARG,PRMT5,RAN,RANBP2,RANGAP1,RBBP4,RELA,SAP30,SIN3A,SIN3B,SIRT1,SIRT2,SIRT3,SIRT4,SIRT6,SIRT7,SMAD7,SMG5,SMURF1,STAT3,SUMO1,TFCP2,TNFRSF1A,WDR77,XPO1,YY1"	51	10527	11	3678	"0.91296-Inf"	1.61976705606507	0.0903929867902475	0.20870145479513
"3083"	"gene_taxa_component_4.txt"	"C2_CP"	"PID_TXA2PATHWAY"	14267	58	49	10970	42	"AKT1,ARRB2,DNM1,EGF,EGFR,FYN,GNA13,GNA14,GNA15,GNAI2,GNAQ,GNB1,GNB5,GNG2,GRK2,GRK3,HCK,ICAM1,LCK,LYN,MAPK11,NOS3,PIK3R5,PLCB2,PRKACA,PRKCA,PRKCB,PRKCH,PRKCQ,PRKCZ,PTGDR,PTGIR,RAB11A,RAC1,RHOA,ROCK1,SLC9A3R1,SRC,SYK,TGM2,VCAM1,YES1"	42	10928	7	3290	"0.89434-Inf"	1.80624686759678	0.0926129337788164	0.212266140193784
"170"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_BARD1_PATHWAY"	14267	29	29	10578	25	"ATM,ATR,BARD1,BRCA1,CCNE1,CDK2,CSTF1,EWSR1,FANCA,FANCC,FANCD2,FANCE,FANCF,FANCG,MRE11,NPM1,PCNA,PRKDC,RAD51,RBBP8,TOPBP1,TP53,UBE2L3,XRCC5,XRCC6"	25	10553	4	3685	"0.86101-Inf"	2.18244596619448	0.0964826580483997	0.217986593281014
"493"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"	14267	90	59	10970	50	"AKT1,AKT2,AKT3,BTK,FCER1A,FCER1G,FYN,GRB2,HRAS,INPP5D,KRAS,LCP2,LYN,MAP2K1,MAP2K2,MAP2K3,MAP2K4,MAP2K7,MAPK10,MAPK11,MAPK12,MAPK13,MAPK3,MAPK9,MS4A2,NRAS,PIK3CA,PIK3CB,PIK3CD,PIK3R2,PIK3R3,PIK3R5,PLA2G12A,PLA2G1B,PLA2G4A,PLA2G5,PLA2G6,PLCG1,PLCG2,PRKCA,PRKCB,RAC1,RAC2,RAC3,RAF1,SOS1,SYK,VAV1,VAV2,VAV3"	50	10920	9	3288	"0.89696-Inf"	1.67267520125187	0.096497249891914	0.217986593281014
"275"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_PLK1_PATHWAY"	14267	46	43	10578	36	"AURKA,BUB1,BUB1B,CCNB1,CDC20,CDC25B,CDC25C,CDK1,CENPE,CENPU,ECT2,ERCC6L,FBXO5,FZR1,GOLGA2,GORASP1,INCENP,KIF20A,KIF2A,KIZ,NDC80,ODF2,PAK1,PLK1,PPP1CB,PPP1R12A,PRC1,RAB1A,RHOA,ROCK2,SGO1,SPC24,TPT1,TPX2,TUBG1,WEE1"	36	10542	7	3682	"0.87913-Inf"	1.79627012242025	0.099636437161447	0.223470294776388
"1431"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_TYROSINE_METABOLISM"	14267	44	33	11032	29	"ADH1C,ADH4,ADH5,ADH6,ALDH3A1,ALDH3B2,AOC2,AOC3,AOX1,BUD23,DDC,FAH,GOT1,GOT2,GSTZ1,HGD,HPD,IL4I1,LCMT1,LCMT2,MAOA,MAOB,METTL2B,METTL6,MIF,NAA80,TH,TRMT11,TYRP1"	29	11003	4	3231	"0.85149-Inf"	2.12876926915535	0.102128550748695	0.227435212305604
